TRADE_DATE,CURRENCY,VALUE
2009-01-21,TWEXM,82.66
2009-01-21,DEXJPUS,87.8
2009-01-21,DEXUSEU,1.29
2009-01-21,DEXCHUS,6.84
2009-01-22,DEXUSEU,1.3
2009-01-22,DEXJPUS,88.64
2009-01-22,DEXCHUS,6.84
2009-01-23,DEXUSEU,1.28
2009-01-23,DEXCHUS,6.84
2009-01-23,DEXJPUS,88.72
2009-01-26,DEXCHUS,6.84
2009-01-26,DEXUSEU,1.31
2009-01-26,DEXJPUS,89.25
2009-01-27,DEXCHUS,6.84
2009-01-27,DEXJPUS,88.99
2009-01-27,DEXUSEU,1.32
2009-01-28,DEXJPUS,88.87
2009-01-28,TWEXM,82.1
2009-01-28,DEXUSEU,1.32
2009-01-28,DEXCHUS,6.84
2009-01-29,DEXCHUS,6.84
2009-01-29,DEXUSEU,1.3
2009-01-29,DEXJPUS,89.77
2009-01-30,DEXJPUS,89.83
2009-01-30,DEXUSEU,1.28
2009-01-30,DEXCHUS,6.84
2009-02-02,DEXCHUS,6.85
2009-02-02,DEXUSEU,1.28
2009-02-02,DEXJPUS,89.86
2009-02-03,DEXUSEU,1.3
2009-02-03,DEXCHUS,6.84
2009-02-03,DEXJPUS,89.09
2009-02-04,TWEXM,82.48
2009-02-04,DEXJPUS,89.53
2009-02-04,DEXCHUS,6.83
2009-02-04,DEXUSEU,1.29
2009-02-05,DEXCHUS,6.84
2009-02-05,DEXJPUS,91.01
2009-02-05,DEXUSEU,1.28
2009-02-06,DEXJPUS,91.95
2009-02-06,DEXUSEU,1.29
2009-02-06,DEXCHUS,6.83
2009-02-09,DEXJPUS,91.47
2009-02-09,DEXUSEU,1.31
2009-02-09,DEXCHUS,6.84
2009-02-10,DEXUSEU,1.3
2009-02-10,DEXCHUS,6.82
2009-02-10,DEXJPUS,90.65
2009-02-11,DEXUSEU,1.29
2009-02-11,DEXCHUS,6.83
2009-02-11,DEXJPUS,90.66
2009-02-11,TWEXM,82.43
2009-02-12,DEXJPUS,90.55
2009-02-12,DEXCHUS,6.83
2009-02-12,DEXUSEU,1.28
2009-02-13,DEXCHUS,6.84
2009-02-13,DEXUSEU,1.29
2009-02-13,DEXJPUS,91.84
2009-02-16,DEXCHUS,6.84
2009-02-16,DEXUSEU,1.29
2009-02-16,DEXJPUS,91.84
2009-02-17,DEXUSEU,1.26
2009-02-17,DEXJPUS,92.17
2009-02-17,DEXCHUS,6.84
2009-02-18,DEXUSEU,1.25
2009-02-18,TWEXM,83.85
2009-02-18,DEXCHUS,6.84
2009-02-18,DEXJPUS,93.81
2009-02-19,DEXJPUS,94.09
2009-02-19,DEXUSEU,1.27
2009-02-19,DEXCHUS,6.83
2009-02-20,DEXUSEU,1.27
2009-02-20,DEXCHUS,6.84
2009-02-20,DEXJPUS,93.87
2009-02-23,DEXCHUS,6.84
2009-02-23,DEXJPUS,94.63
2009-02-23,DEXUSEU,1.27
2009-02-24,DEXUSEU,1.27
2009-02-24,DEXCHUS,6.84
2009-02-24,DEXJPUS,96.6
2009-02-25,DEXUSEU,1.27
2009-02-25,DEXJPUS,97.33
2009-02-25,TWEXM,84.29
2009-02-25,DEXCHUS,6.84
2009-02-26,DEXJPUS,98.55
2009-02-26,DEXCHUS,6.84
2009-02-26,DEXUSEU,1.28
2009-02-27,DEXUSEU,1.27
2009-02-27,DEXCHUS,6.84
2009-02-27,DEXJPUS,97.74
2009-03-02,DEXJPUS,97.17
2009-03-02,DEXCHUS,6.84
2009-03-02,DEXUSEU,1.26
2009-03-03,DEXUSEU,1.25
2009-03-03,DEXCHUS,6.84
2009-03-03,DEXJPUS,98.16
2009-03-04,TWEXM,85.51
2009-03-04,DEXCHUS,6.84
2009-03-04,DEXUSEU,1.26
2009-03-04,DEXJPUS,99.34
2009-03-05,DEXCHUS,6.84
2009-03-05,DEXUSEU,1.26
2009-03-05,DEXJPUS,98.32
2009-03-06,DEXCHUS,6.84
2009-03-06,DEXJPUS,97.88
2009-03-06,DEXUSEU,1.27
2009-03-09,DEXCHUS,6.84
2009-03-09,DEXUSEU,1.26
2009-03-09,DEXJPUS,98.87
2009-03-10,DEXCHUS,6.84
2009-03-10,DEXUSEU,1.28
2009-03-10,DEXJPUS,98.39
2009-03-11,DEXUSEU,1.28
2009-03-11,DEXJPUS,97.74
2009-03-11,DEXCHUS,6.84
2009-03-11,TWEXM,85.71
2009-03-12,DEXCHUS,6.84
2009-03-12,DEXUSEU,1.28
2009-03-12,DEXJPUS,97.86
2009-03-13,DEXCHUS,6.84
2009-03-13,DEXUSEU,1.29
2009-03-13,DEXJPUS,98.04
2009-03-16,DEXCHUS,6.84
2009-03-16,DEXUSEU,1.3
2009-03-16,DEXJPUS,98.17
2009-03-17,DEXJPUS,98.85
2009-03-17,DEXCHUS,6.84
2009-03-17,DEXUSEU,1.3
2009-03-18,DEXUSEU,1.31
2009-03-18,TWEXM,84.7
2009-03-18,DEXJPUS,98.08
2009-03-18,DEXCHUS,6.83
2009-03-19,DEXCHUS,6.82
2009-03-19,DEXJPUS,93.85
2009-03-19,DEXUSEU,1.37
2009-03-20,DEXCHUS,6.83
2009-03-20,DEXJPUS,96.18
2009-03-20,DEXUSEU,1.36
2009-03-23,DEXUSEU,1.36
2009-03-23,DEXJPUS,97.3
2009-03-23,DEXCHUS,6.83
2009-03-24,DEXUSEU,1.35
2009-03-24,DEXJPUS,97.86
2009-03-24,DEXCHUS,6.83
2009-03-25,DEXUSEU,1.35
2009-03-25,DEXJPUS,97.7
2009-03-25,TWEXM,81.42
2009-03-25,DEXCHUS,6.83
2009-03-26,DEXUSEU,1.36
2009-03-26,DEXJPUS,98.47
2009-03-26,DEXCHUS,6.83
2009-03-27,DEXCHUS,6.83
2009-03-27,DEXJPUS,97.99
2009-03-27,DEXUSEU,1.33
2009-03-30,DEXCHUS,6.84
2009-03-30,DEXJPUS,97.44
2009-03-30,DEXUSEU,1.31
2009-03-31,DEXJPUS,99.15
2009-03-31,DEXUSEU,1.33
2009-03-31,DEXCHUS,6.83
2009-04-01,DEXUSEU,1.32
2009-04-01,TWEXM,82.92
2009-04-01,DEXJPUS,98.93
2009-04-01,DEXCHUS,6.83
2009-04-02,DEXJPUS,99.48
2009-04-02,DEXCHUS,6.83
2009-04-02,DEXUSEU,1.35
2009-04-03,DEXUSEU,1.34
2009-04-03,DEXJPUS,99.94
2009-04-03,DEXCHUS,6.83
2009-04-06,DEXCHUS,6.83
2009-04-06,DEXJPUS,100.65
2009-04-06,DEXUSEU,1.34
2009-04-07,DEXUSEU,1.33
2009-04-07,DEXCHUS,6.84
2009-04-07,DEXJPUS,100.71
2009-04-08,DEXCHUS,6.84
2009-04-08,DEXUSEU,1.33
2009-04-08,DEXJPUS,99.95
2009-04-08,TWEXM,82.42
2009-04-09,DEXJPUS,100.43
2009-04-09,DEXCHUS,6.83
2009-04-09,DEXUSEU,1.31
2009-04-10,DEXJPUS,100.3
2009-04-10,DEXUSEU,1.31
2009-04-10,DEXCHUS,6.83
2009-04-13,DEXJPUS,100.12
2009-04-13,DEXUSEU,1.34
2009-04-13,DEXCHUS,6.83
2009-04-14,DEXCHUS,6.83
2009-04-14,DEXJPUS,99.08
2009-04-14,DEXUSEU,1.33
2009-04-15,DEXJPUS,99.37
2009-04-15,DEXUSEU,1.32
2009-04-15,TWEXM,82.35
2009-04-15,DEXCHUS,6.83
2009-04-16,DEXCHUS,6.83
2009-04-16,DEXUSEU,1.32
2009-04-16,DEXJPUS,99.29
2009-04-17,DEXCHUS,6.83
2009-04-17,DEXJPUS,99.21
2009-04-17,DEXUSEU,1.3
2009-04-20,DEXCHUS,6.83
2009-04-20,DEXUSEU,1.29
2009-04-20,DEXJPUS,98.29
2009-04-21,DEXUSEU,1.3
2009-04-21,DEXCHUS,6.83
2009-04-21,DEXJPUS,98.6
2009-04-22,DEXJPUS,98.14
2009-04-22,TWEXM,83.0
2009-04-22,DEXCHUS,6.83
2009-04-22,DEXUSEU,1.3
2009-04-23,DEXUSEU,1.3
2009-04-23,DEXJPUS,97.88
2009-04-23,DEXCHUS,6.83
2009-04-24,DEXUSEU,1.33
2009-04-24,DEXJPUS,97.08
2009-04-24,DEXCHUS,6.83
2009-04-27,DEXCHUS,6.83
2009-04-27,DEXJPUS,96.57
2009-04-27,DEXUSEU,1.31
2009-04-28,DEXJPUS,96.49
2009-04-28,DEXUSEU,1.31
2009-04-28,DEXCHUS,6.83
2009-04-29,TWEXM,82.09
2009-04-29,DEXJPUS,96.97
2009-04-29,DEXUSEU,1.33
2009-04-29,DEXCHUS,6.82
2009-04-30,DEXCHUS,6.82
2009-04-30,DEXUSEU,1.32
2009-04-30,DEXJPUS,98.76
2009-05-01,DEXCHUS,6.82
2009-05-01,DEXJPUS,99.24
2009-05-01,DEXUSEU,1.33
2009-05-04,DEXJPUS,99.12
2009-05-04,DEXUSEU,1.34
2009-05-04,DEXCHUS,6.82
2009-05-05,DEXUSEU,1.34
2009-05-05,DEXCHUS,6.82
2009-05-05,DEXJPUS,98.76
2009-05-06,TWEXM,81.08
2009-05-06,DEXCHUS,6.82
2009-05-06,DEXJPUS,98.6
2009-05-06,DEXUSEU,1.33
2009-05-07,DEXCHUS,6.82
2009-05-07,DEXUSEU,1.34
2009-05-07,DEXJPUS,99.0
2009-05-08,DEXCHUS,6.82
2009-05-08,DEXJPUS,99.01
2009-05-08,DEXUSEU,1.35
2009-05-11,DEXUSEU,1.36
2009-05-11,DEXCHUS,6.82
2009-05-11,DEXJPUS,97.45
2009-05-12,DEXCHUS,6.82
2009-05-12,DEXUSEU,1.36
2009-05-12,DEXJPUS,96.59
2009-05-13,DEXUSEU,1.36
2009-05-13,TWEXM,79.8
2009-05-13,DEXJPUS,95.75
2009-05-13,DEXCHUS,6.82
2009-05-14,DEXUSEU,1.36
2009-05-14,DEXCHUS,6.82
2009-05-14,DEXJPUS,95.62
2009-05-15,DEXJPUS,94.89
2009-05-15,DEXUSEU,1.35
2009-05-15,DEXCHUS,6.82
2009-05-18,DEXJPUS,96.05
2009-05-18,DEXCHUS,6.83
2009-05-18,DEXUSEU,1.35
2009-05-19,DEXJPUS,96.1
2009-05-19,DEXCHUS,6.82
2009-05-19,DEXUSEU,1.36
2009-05-20,DEXUSEU,1.38
2009-05-20,DEXCHUS,6.82
2009-05-20,DEXJPUS,95.16
2009-05-20,TWEXM,79.24
2009-05-21,DEXCHUS,6.82
2009-05-21,DEXJPUS,94.97
2009-05-21,DEXUSEU,1.38
2009-05-22,DEXJPUS,94.45
2009-05-22,DEXCHUS,6.82
2009-05-22,DEXUSEU,1.4
2009-05-25,DEXCHUS,6.82
2009-05-25,DEXJPUS,94.45
2009-05-25,DEXUSEU,1.4
2009-05-26,DEXJPUS,94.81
2009-05-26,DEXCHUS,6.83
2009-05-26,DEXUSEU,1.4
2009-05-27,DEXCHUS,6.83
2009-05-27,TWEXM,77.29
2009-05-27,DEXUSEU,1.39
2009-05-27,DEXJPUS,95.01
2009-05-28,DEXUSEU,1.39
2009-05-28,DEXJPUS,96.76
2009-05-28,DEXCHUS,6.83
2009-05-29,DEXCHUS,6.83
2009-05-29,DEXUSEU,1.41
2009-05-29,DEXJPUS,95.55
2009-06-01,DEXJPUS,96.53
2009-06-01,DEXUSEU,1.42
2009-06-01,DEXCHUS,6.83
2009-06-02,DEXJPUS,95.72
2009-06-02,DEXUSEU,1.43
2009-06-02,DEXCHUS,6.83
2009-06-03,DEXUSEU,1.42
2009-06-03,TWEXM,76.17
2009-06-03,DEXCHUS,6.83
2009-06-03,DEXJPUS,95.72
2009-06-04,DEXUSEU,1.42
2009-06-04,DEXJPUS,96.37
2009-06-04,DEXCHUS,6.83
2009-06-05,DEXUSEU,1.4
2009-06-05,DEXJPUS,98.18
2009-06-05,DEXCHUS,6.83
2009-06-08,DEXUSEU,1.39
2009-06-08,DEXCHUS,6.84
2009-06-08,DEXJPUS,98.56
2009-06-09,DEXJPUS,97.6
2009-06-09,DEXCHUS,6.84
2009-06-09,DEXUSEU,1.4
2009-06-10,TWEXM,77.11
2009-06-10,DEXJPUS,98.13
2009-06-10,DEXCHUS,6.83
2009-06-10,DEXUSEU,1.4
2009-06-11,DEXCHUS,6.84
2009-06-11,DEXUSEU,1.41
2009-06-11,DEXJPUS,97.83
2009-06-12,DEXJPUS,98.17
2009-06-12,DEXCHUS,6.84
2009-06-12,DEXUSEU,1.4
2009-06-15,DEXCHUS,6.84
2009-06-15,DEXUSEU,1.38
2009-06-15,DEXJPUS,98.03
2009-06-16,DEXJPUS,96.26
2009-06-16,DEXCHUS,6.83
2009-06-16,DEXUSEU,1.39
2009-06-17,DEXUSEU,1.39
2009-06-17,TWEXM,77.35
2009-06-17,DEXJPUS,95.65
2009-06-17,DEXCHUS,6.84
2009-06-18,DEXCHUS,6.83
2009-06-18,DEXJPUS,96.36
2009-06-18,DEXUSEU,1.4
2009-06-19,DEXUSEU,1.4
2009-06-19,DEXCHUS,6.84
2009-06-19,DEXJPUS,96.15
2009-06-22,DEXUSEU,1.38
2009-06-22,DEXCHUS,6.83
2009-06-22,DEXJPUS,95.9
2009-06-23,DEXCHUS,6.83
2009-06-23,DEXUSEU,1.4
2009-06-23,DEXJPUS,95.32
2009-06-24,DEXUSEU,1.4
2009-06-24,DEXCHUS,6.83
2009-06-24,DEXJPUS,95.38
2009-06-24,TWEXM,77.47
2009-06-25,DEXJPUS,96.21
2009-06-25,DEXUSEU,1.4
2009-06-25,DEXCHUS,6.83
2009-06-26,DEXCHUS,6.83
2009-06-26,DEXUSEU,1.41
2009-06-26,DEXJPUS,95.19
2009-06-29,DEXUSEU,1.41
2009-06-29,DEXCHUS,6.83
2009-06-29,DEXJPUS,95.84
2009-06-30,DEXCHUS,6.83
2009-06-30,DEXUSEU,1.4
2009-06-30,DEXJPUS,96.42
2009-07-01,DEXJPUS,96.41
2009-07-01,TWEXM,77.52
2009-07-01,DEXCHUS,6.83
2009-07-01,DEXUSEU,1.42
2009-07-02,DEXUSEU,1.4
2009-07-02,DEXJPUS,95.9
2009-07-02,DEXCHUS,6.83
2009-07-03,DEXUSEU,1.4
2009-07-03,DEXJPUS,95.95
2009-07-03,DEXCHUS,6.83
2009-07-06,DEXJPUS,95.0
2009-07-06,DEXCHUS,6.83
2009-07-06,DEXUSEU,1.39
2009-07-07,DEXUSEU,1.4
2009-07-07,DEXCHUS,6.83
2009-07-07,DEXJPUS,95.11
2009-07-08,DEXUSEU,1.39
2009-07-08,DEXCHUS,6.83
2009-07-08,DEXJPUS,92.9
2009-07-08,TWEXM,77.9
2009-07-09,DEXJPUS,92.79
2009-07-09,DEXCHUS,6.83
2009-07-09,DEXUSEU,1.4
2009-07-10,DEXCHUS,6.83
2009-07-10,DEXUSEU,1.39
2009-07-10,DEXJPUS,92.33
2009-07-13,DEXUSEU,1.4
2009-07-13,DEXJPUS,92.74
2009-07-13,DEXCHUS,6.83
2009-07-14,DEXCHUS,6.83
2009-07-14,DEXJPUS,93.03
2009-07-14,DEXUSEU,1.4
2009-07-15,TWEXM,77.24
2009-07-15,DEXUSEU,1.41
2009-07-15,DEXCHUS,6.83
2009-07-15,DEXJPUS,94.09
2009-07-16,DEXCHUS,6.83
2009-07-16,DEXUSEU,1.41
2009-07-16,DEXJPUS,93.59
2009-07-17,DEXUSEU,1.41
2009-07-17,DEXJPUS,94.08
2009-07-17,DEXCHUS,6.83
2009-07-20,DEXUSEU,1.42
2009-07-20,DEXJPUS,94.52
2009-07-20,DEXCHUS,6.83
2009-07-21,DEXUSEU,1.42
2009-07-21,DEXJPUS,93.36
2009-07-21,DEXCHUS,6.83
2009-07-22,DEXJPUS,93.77
2009-07-22,TWEXM,76.08
2009-07-22,DEXCHUS,6.83
2009-07-22,DEXUSEU,1.42
2009-07-23,DEXUSEU,1.43
2009-07-23,DEXJPUS,94.75
2009-07-23,DEXCHUS,6.83
2009-07-24,DEXCHUS,6.83
2009-07-24,DEXUSEU,1.42
2009-07-24,DEXJPUS,94.86
2009-07-27,DEXCHUS,6.83
2009-07-27,DEXJPUS,95.32
2009-07-27,DEXUSEU,1.42
2009-07-28,DEXCHUS,6.83
2009-07-28,DEXUSEU,1.42
2009-07-28,DEXJPUS,94.6
2009-07-29,DEXUSEU,1.4
2009-07-29,DEXJPUS,95.13
2009-07-29,TWEXM,75.6
2009-07-29,DEXCHUS,6.83
2009-07-30,DEXUSEU,1.41
2009-07-30,DEXCHUS,6.83
2009-07-30,DEXJPUS,95.67
2009-07-31,DEXUSEU,1.43
2009-07-31,DEXCHUS,6.83
2009-07-31,DEXJPUS,94.54
2009-08-03,DEXUSEU,1.44
2009-08-03,DEXCHUS,6.83
2009-08-03,DEXJPUS,95.23
2009-08-04,DEXUSEU,1.44
2009-08-04,DEXCHUS,6.83
2009-08-04,DEXJPUS,95.41
2009-08-05,DEXCHUS,6.83
2009-08-05,TWEXM,74.92
2009-08-05,DEXUSEU,1.44
2009-08-05,DEXJPUS,94.98
2009-08-06,DEXJPUS,95.56
2009-08-06,DEXUSEU,1.44
2009-08-06,DEXCHUS,6.83
2009-08-07,DEXCHUS,6.83
2009-08-07,DEXJPUS,97.65
2009-08-07,DEXUSEU,1.42
2009-08-10,DEXJPUS,97.23
2009-08-10,DEXUSEU,1.41
2009-08-10,DEXCHUS,6.83
2009-08-11,DEXCHUS,6.83
2009-08-11,DEXJPUS,95.94
2009-08-11,DEXUSEU,1.41
2009-08-12,DEXCHUS,6.83
2009-08-12,DEXJPUS,96.16
2009-08-12,TWEXM,75.67
2009-08-12,DEXUSEU,1.42
2009-08-13,DEXJPUS,95.46
2009-08-13,DEXUSEU,1.43
2009-08-13,DEXCHUS,6.83
2009-08-14,DEXUSEU,1.42
2009-08-14,DEXCHUS,6.83
2009-08-14,DEXJPUS,94.64
2009-08-17,DEXJPUS,94.33
2009-08-17,DEXUSEU,1.41
2009-08-17,DEXCHUS,6.84
2009-08-18,DEXUSEU,1.41
2009-08-18,DEXJPUS,94.72
2009-08-18,DEXCHUS,6.83
2009-08-19,DEXJPUS,93.87
2009-08-19,TWEXM,75.79
2009-08-19,DEXUSEU,1.43
2009-08-19,DEXCHUS,6.83
2009-08-20,DEXCHUS,6.83
2009-08-20,DEXJPUS,94.12
2009-08-20,DEXUSEU,1.42
2009-08-21,DEXCHUS,6.83
2009-08-21,DEXJPUS,94.6
2009-08-21,DEXUSEU,1.43
2009-08-24,DEXJPUS,94.47
2009-08-24,DEXUSEU,1.43
2009-08-24,DEXCHUS,6.83
2009-08-25,DEXUSEU,1.44
2009-08-25,DEXCHUS,6.83
2009-08-25,DEXJPUS,94.28
2009-08-26,DEXCHUS,6.83
2009-08-26,DEXUSEU,1.42
2009-08-26,DEXJPUS,94.25
2009-08-26,TWEXM,75.18
2009-08-27,DEXJPUS,93.57
2009-08-27,DEXUSEU,1.43
2009-08-27,DEXCHUS,6.83
2009-08-28,DEXCHUS,6.83
2009-08-28,DEXJPUS,93.55
2009-08-28,DEXUSEU,1.44
2009-08-31,DEXUSEU,1.44
2009-08-31,DEXCHUS,6.83
2009-08-31,DEXJPUS,92.82
2009-09-01,DEXJPUS,93.09
2009-09-01,DEXCHUS,6.83
2009-09-01,DEXUSEU,1.42
2009-09-02,DEXJPUS,92.43
2009-09-02,DEXCHUS,6.83
2009-09-02,DEXUSEU,1.42
2009-09-02,TWEXM,75.37
2009-09-03,DEXUSEU,1.43
2009-09-03,DEXJPUS,92.54
2009-09-03,DEXCHUS,6.83
2009-09-04,DEXJPUS,92.75
2009-09-04,DEXUSEU,1.43
2009-09-04,DEXCHUS,6.83
2009-09-07,DEXUSEU,1.43
2009-09-07,DEXCHUS,6.83
2009-09-07,DEXJPUS,92.75
2009-09-08,DEXUSEU,1.45
2009-09-08,DEXCHUS,6.83
2009-09-08,DEXJPUS,92.21
2009-09-09,TWEXM,74.67
2009-09-09,DEXJPUS,91.85
2009-09-09,DEXUSEU,1.46
2009-09-09,DEXCHUS,6.83
2009-09-10,DEXJPUS,91.86
2009-09-10,DEXCHUS,6.83
2009-09-10,DEXUSEU,1.46
2009-09-11,DEXJPUS,90.3
2009-09-11,DEXCHUS,6.83
2009-09-11,DEXUSEU,1.46
2009-09-14,DEXJPUS,90.85
2009-09-14,DEXCHUS,6.83
2009-09-14,DEXUSEU,1.46
2009-09-15,DEXJPUS,90.95
2009-09-15,DEXCHUS,6.83
2009-09-15,DEXUSEU,1.46
2009-09-16,DEXUSEU,1.47
2009-09-16,DEXCHUS,6.82
2009-09-16,DEXJPUS,91.0
2009-09-16,TWEXM,73.75
2009-09-17,DEXCHUS,6.83
2009-09-17,DEXUSEU,1.47
2009-09-17,DEXJPUS,91.15
2009-09-18,DEXJPUS,91.31
2009-09-18,DEXCHUS,6.83
2009-09-18,DEXUSEU,1.47
2009-09-21,DEXUSEU,1.47
2009-09-21,DEXJPUS,91.87
2009-09-21,DEXCHUS,6.83
2009-09-22,DEXJPUS,91.08
2009-09-22,DEXUSEU,1.48
2009-09-22,DEXCHUS,6.83
2009-09-23,DEXCHUS,6.83
2009-09-23,TWEXM,73.47
2009-09-23,DEXJPUS,91.45
2009-09-23,DEXUSEU,1.48
2009-09-24,DEXUSEU,1.47
2009-09-24,DEXJPUS,91.16
2009-09-24,DEXCHUS,6.83
2009-09-25,DEXCHUS,6.83
2009-09-25,DEXUSEU,1.47
2009-09-25,DEXJPUS,89.83
2009-09-28,DEXCHUS,6.83
2009-09-28,DEXUSEU,1.47
2009-09-28,DEXJPUS,89.34
2009-09-29,DEXUSEU,1.46
2009-09-29,DEXCHUS,6.83
2009-09-29,DEXJPUS,90.26
2009-09-30,DEXJPUS,89.49
2009-09-30,TWEXM,73.93
2009-09-30,DEXUSEU,1.46
2009-09-30,DEXCHUS,6.83
2009-10-01,DEXCHUS,6.83
2009-10-01,DEXJPUS,89.73
2009-10-01,DEXUSEU,1.45
2009-10-02,DEXJPUS,89.62
2009-10-02,DEXUSEU,1.46
2009-10-02,DEXCHUS,6.83
2009-10-05,DEXUSEU,1.46
2009-10-05,DEXJPUS,89.56
2009-10-05,DEXCHUS,6.83
2009-10-06,DEXUSEU,1.47
2009-10-06,DEXCHUS,6.83
2009-10-06,DEXJPUS,88.77
2009-10-07,DEXCHUS,6.83
2009-10-07,TWEXM,73.61
2009-10-07,DEXJPUS,88.76
2009-10-07,DEXUSEU,1.47
2009-10-08,DEXUSEU,1.48
2009-10-08,DEXJPUS,88.44
2009-10-08,DEXCHUS,6.83
2009-10-09,DEXUSEU,1.47
2009-10-09,DEXCHUS,6.82
2009-10-09,DEXJPUS,89.69
2009-10-12,DEXCHUS,6.82
2009-10-12,DEXJPUS,89.69
2009-10-12,DEXUSEU,1.47
2009-10-13,DEXCHUS,6.83
2009-10-13,DEXJPUS,89.71
2009-10-13,DEXUSEU,1.48
2009-10-14,DEXCHUS,6.83
2009-10-14,DEXUSEU,1.49
2009-10-14,DEXJPUS,89.44
2009-10-14,TWEXM,72.53
2009-10-15,DEXJPUS,90.39
2009-10-15,DEXCHUS,6.83
2009-10-15,DEXUSEU,1.49
2009-10-16,DEXUSEU,1.49
2009-10-16,DEXCHUS,6.83
2009-10-16,DEXJPUS,90.73
2009-10-19,DEXUSEU,1.49
2009-10-19,DEXCHUS,6.83
2009-10-19,DEXJPUS,90.72
2009-10-20,DEXCHUS,6.83
2009-10-20,DEXJPUS,90.83
2009-10-20,DEXUSEU,1.49
2009-10-21,DEXJPUS,91.04
2009-10-21,DEXUSEU,1.5
2009-10-21,DEXCHUS,6.83
2009-10-21,TWEXM,72.21
2009-10-22,DEXJPUS,91.42
2009-10-22,DEXCHUS,6.83
2009-10-22,DEXUSEU,1.5
2009-10-23,DEXUSEU,1.5
2009-10-23,DEXCHUS,6.83
2009-10-23,DEXJPUS,91.88
2009-10-26,DEXUSEU,1.49
2009-10-26,DEXCHUS,6.83
2009-10-26,DEXJPUS,91.96
2009-10-27,DEXUSEU,1.48
2009-10-27,DEXCHUS,6.83
2009-10-27,DEXJPUS,92.04
2009-10-28,DEXUSEU,1.48
2009-10-28,DEXCHUS,6.83
2009-10-28,DEXJPUS,91.07
2009-10-28,TWEXM,72.82
2009-10-29,DEXUSEU,1.48
2009-10-29,DEXCHUS,6.83
2009-10-29,DEXJPUS,91.41
2009-10-30,DEXJPUS,90.5
2009-10-30,DEXCHUS,6.83
2009-10-30,DEXUSEU,1.48
2009-11-02,DEXJPUS,90.56
2009-11-02,DEXCHUS,6.83
2009-11-02,DEXUSEU,1.48
2009-11-03,DEXCHUS,6.83
2009-11-03,DEXUSEU,1.47
2009-11-03,DEXJPUS,90.3
2009-11-04,DEXJPUS,90.96
2009-11-04,DEXCHUS,6.83
2009-11-04,DEXUSEU,1.48
2009-11-04,TWEXM,73.21
2009-11-05,DEXJPUS,90.45
2009-11-05,DEXUSEU,1.49
2009-11-05,DEXCHUS,6.83
2009-11-06,DEXCHUS,6.83
2009-11-06,DEXJPUS,89.86
2009-11-06,DEXUSEU,1.48
2009-11-09,DEXCHUS,6.83
2009-11-09,DEXJPUS,89.92
2009-11-09,DEXUSEU,1.5
2009-11-10,DEXCHUS,6.83
2009-11-10,DEXJPUS,89.82
2009-11-10,DEXUSEU,1.5
2009-11-11,DEXCHUS,6.83
2009-11-11,DEXUSEU,1.5
2009-11-11,DEXJPUS,89.82
2009-11-11,TWEXM,72.53
2009-11-12,DEXUSEU,1.49
2009-11-12,DEXCHUS,6.83
2009-11-12,DEXJPUS,90.4
2009-11-13,DEXUSEU,1.49
2009-11-13,DEXCHUS,6.83
2009-11-13,DEXJPUS,89.55
2009-11-16,DEXJPUS,89.28
2009-11-16,DEXUSEU,1.5
2009-11-16,DEXCHUS,6.83
2009-11-17,DEXUSEU,1.48
2009-11-17,DEXJPUS,89.41
2009-11-17,DEXCHUS,6.83
2009-11-18,DEXCHUS,6.83
2009-11-18,TWEXM,72.22
2009-11-18,DEXJPUS,89.36
2009-11-18,DEXUSEU,1.5
2009-11-19,DEXCHUS,6.83
2009-11-19,DEXUSEU,1.49
2009-11-19,DEXJPUS,88.95
2009-11-20,DEXCHUS,6.83
2009-11-20,DEXJPUS,88.9
2009-11-20,DEXUSEU,1.49
2009-11-23,DEXJPUS,89.14
2009-11-23,DEXCHUS,6.83
2009-11-23,DEXUSEU,1.5
2009-11-24,DEXJPUS,88.58
2009-11-24,DEXUSEU,1.49
2009-11-24,DEXCHUS,6.83
2009-11-25,DEXUSEU,1.51
2009-11-25,DEXCHUS,6.83
2009-11-25,TWEXM,72.25
2009-11-25,DEXJPUS,87.65
2009-11-26,DEXJPUS,87.65
2009-11-26,DEXCHUS,6.83
2009-11-26,DEXUSEU,1.51
2009-11-27,DEXCHUS,6.83
2009-11-27,DEXUSEU,1.5
2009-11-27,DEXJPUS,86.87
2009-11-30,DEXUSEU,1.5
2009-11-30,DEXJPUS,86.12
2009-11-30,DEXCHUS,6.83
2009-12-01,DEXCHUS,6.83
2009-12-01,DEXUSEU,1.51
2009-12-01,DEXJPUS,86.62
2009-12-02,DEXUSEU,1.51
2009-12-02,DEXJPUS,87.13
2009-12-02,TWEXM,72.02
2009-12-02,DEXCHUS,6.83
2009-12-03,DEXJPUS,88.2
2009-12-03,DEXCHUS,6.83
2009-12-03,DEXUSEU,1.51
2009-12-04,DEXCHUS,6.83
2009-12-04,DEXUSEU,1.49
2009-12-04,DEXJPUS,89.87
2009-12-07,DEXUSEU,1.48
2009-12-07,DEXJPUS,89.44
2009-12-07,DEXCHUS,6.83
2009-12-08,DEXUSEU,1.47
2009-12-08,DEXJPUS,88.41
2009-12-08,DEXCHUS,6.83
2009-12-09,DEXJPUS,87.83
2009-12-09,DEXCHUS,6.83
2009-12-09,TWEXM,72.48
2009-12-09,DEXUSEU,1.47
